,birthday,name,description,deathday,uri
205,1586,沈顥,沈颢［清］（一五八六－一六六一）一作灏。字朗倩，号石天，吴县（今江苏苏州）人。著作收录：《明画录》、《无声诗史》、《图绘宝鉴续纂》等。（来源：《上图古籍数据库》）,1661,http://data.library.sh.cn/entity/person/jgw7ttfqhqjcqs84
206,1900,沙孟海,近现代书法家、学者。毕业于浙江第四师范，早年从冯幵学古典文学，从吴昌硕学书法篆刻。历任广州中山大学预科教授、国民政府教育部长朱家骅秘书。中华人民共和国成立后任浙江大学中文系教授、浙江省博物馆名誉馆长、浙江美术学院终身教授、中国书法家协会副主席、西泠印社社长。著有《沙孟海论书丛稿》、《兰沙馆印式》、《沙孟海写书谱》、《印学》、《印学史》、《沙孟海书法集》、《沙孟海真行草书集》、《中国书法史图录》。（来源：《上图古籍数据库》）,1992,http://data.library.sh.cn/entity/person/cyfg18f2x2jqxd9b
207,1753,法式善,法式善（1753年－1813年），字开文，号时帆，又号梧门。乌尔济氏，蒙古正黄旗人。清朝著名诗人、学者，官至国子监祭酒。法式善工诗，“主盟坛坫三十年”，作品甚多，有《存素堂诗初集》二十四卷及《续集》、《诗稿》。另有笔记《槐厅载笔》、《陶卢杂录》、《清秘述闻》等。（来源：《上图古籍数据库》）,1813,http://data.library.sh.cn/entity/person/3cr3q34lr0qbpg6e
208,1613,法若真,法若真（1680—1891）字汉儒，号黄山、黄石，祖籍济南，先祖于明朝景泰年间任职胶州，法氏后人遂定居胶州城里，以为故里。（来源：《上图古籍数据库》）,1696,http://data.library.sh.cn/entity/person/tgslzcysiyznoeci
209,1680,法若真,法若真（1680—1891）字汉儒，号黄山、黄石，祖籍济南，先祖于明朝景泰年间任职胶州，法氏后人遂定居胶州城里，以为故里。（来源：《上图古籍数据库》）,1696,http://data.library.sh.cn/entity/person/tgslzcysiyznoeci
210,1893,溥伒,近现代书画家、古琴名家。清宗室，封赏固山贝子爵，宣统二年（1910）任爱清门行走、干清门御前行走。在家庭熏陶下，自幼习书法、绘画，参加校理宫廷所藏书画，辛亥革命后任辅仁大学美术系主任、教授，曾组织松风画会。中华人民共和国成立后任北京文史馆馆员、民族音乐研究所特约演奏员、中国文联常务理事、中国美协北京分会副主席、中国音乐家协会理事、北京画院名誉画师、书法研究社社长、古琴研究会会长。中国画长于山水、人物、墨兰，书法工行楷。有《雪斋画集》行世。（来源：《上图古籍数据库》）,1966,http://data.library.sh.cn/entity/person/hkns5i100e31b0u5
211,1896,溥儒,溥儒(1895-1963)，满族，北京人。现代国画大师，出身清皇族，姓爱新觉罗，字心畲，又号羲皇上人﹑西山逸士。曾留学德国，笃嗜诗文、书画，皆有成就。画工山水、兼擅人物、花卉及书法，昔时与张大千有“南张北溥”之誉，又与吴湖帆并称“南吴北溥”。（来源：《上图古籍数据库》）,1963.11.18,http://data.library.sh.cn/entity/person/pre33858xy5f1vla
212,1804,潘仕成,潘仕成(1804～1873)，字德畲、德舆，祖籍漳州，世居广州，是晚清享誉朝野的官商巨富。潘仕成先祖以盐商起家，他继承家业后继续经营盐务，以至洋务，成为广州十三行的巨商。潘仕成一生主要在广州度过，他既经商又从政，既好古也学洋，既是慷慨的慈善家，又是博古通今的古玩、字画收藏家，他还出资自行研制水雷、从国外引进牛痘，获得官员和民众的普遍赞誉。他主持修建的私人别墅－－海山仙馆，成为岭南文化史上璀璨的明珠。潘仕成一生业绩为普通商贾所难得、学者所不能、官员所莫及，是广州近代史上的重要人物。（来源：《上图古籍数据库》）,1873,http://data.library.sh.cn/entity/person/4b72f6lxyp7wy063
213,1898,潘伯鷹,现代学者、书法家。幼习经史，早年从吴闿生学习经史文词。国共和谈时，曾担任国方代表章士钊的秘书。中华人民共和国成立后历任同济大学教授、上海市政府参事、上海中国书法篆刻研究会副主任委员。精诗词，书法多山林气，篆刻崇尚汉印。著有《太和会语》、《宜山会语》、《复性书院讲录》、《尔雅台答问》、《尔雅台答问继编》、《朱子读书法》、《老子道德经注》、《中国的书法》、《中国书法简论》、《玄隐庐诗》等。（来源：《上图古籍数据库》）,1966,http://data.library.sh.cn/entity/person/oep4dimu744eb1ln
214,1897,潘天壽,现代画家、美术教育家。1920年浙江省立第一师范学校毕业，1922年春，在浙江孝丰县高等小学教书。1923年春，任教于上海民国女子工校，兼任上海美专中国画系国画习作课和理论课教师。1924年任上海美专教授，1926年7月，与俞寄凡、潘伯英发起创办了上海新华艺术专科学校，翌年出任教育系主任教授。1928年初春，应邀担任杭州国立艺术院中国画主任教授，兼书画研究会指导教师。1945年任杭州国立艺专校长。中华人民共和国成立后担任中国美术协会副主席、浙江省文联副主席、中国美协浙江分会主席、中央美术学院华东分院副院长、浙江美术学院院长等职。为第一、二、三届全国人大代表，中国文联委员。1958年被聘为苏联艺术科学院名誉院士。著有《中国绘画史》、《中国书法史》、《听天阁画谈随笔》》、《治印丛谈》、《听天阁诗存》、《中国画院考》、《中国书款之研究》等。（来源：《上图古籍数据库》）,1971.9.5,http://data.library.sh.cn/entity/person/iwlnhzj9ibfkebym
215,1740,潘奕雋,潘奕隽（1740—1830）清代学者。字守愚，号榕皋，又号水云漫士，三松居士，晚号三松老人，室名三松堂、探梅阁、水云阁、归帆阁。吴县（今江苏苏州）人，祖籍安徽歙州。父潘冕，曾官候选布政司理问，生三子：奕隽、奕藻、奕基。 　　潘奕隽十六岁时以商籍补仁和县学生。乾隆三十四年（1769）三甲九十七名进士，授内阁中书，官至户部主事。乾隆五十一年（1786），任贵州乡试副主考，旋即归田。道光九年（1829）重与琼林，年九旬。书宗颜、柳，篆、隶入秦、汉之室。山水师倪、黄，不苟下笔。写意花卉梅兰尤得天趣。诗跋俱隽妙。卒年九十一。著《三松堂集》。（来源：《上图古籍数据库》）,1830,http://data.library.sh.cn/entity/person/6r5fhgvh8ohrglto
216,,潘正煒,潘正炜，男（1791-1850），字榆庭，号季彤，又号听颿楼主人，广东番禺人。洋行商人。广东著名鉴藏家。精鉴别，富收藏书、画；著有《听帆楼诗钞》、《听帆楼书画记》。（来源：《上图古籍数据库》）,1850,http://data.library.sh.cn/entity/person/tlhktu3sbxzrjl3s
217,1830,潘祖蔭,潘祖荫(1830-1890年)，字伯寅，号郑盦，清代吴县人。为历任乾隆、嘉庆、道光、咸丰四朝高官的状元宰辅潘世恩之孙。历任侍读学士、工部尚书、军机大臣等。好金石；图书金石收藏甲于吴中，闻名南北。着有《滂喜民斋丛书》、《攀古楼彝器款识》等。他是古玩字画的大收藏家。他收藏的国宝级文物大盂鼎和大克鼎，至今还在故宫博物院存放，也是我国青铜器藏品中的至尊。（来源：《上图古籍数据库》）,1890,http://data.library.sh.cn/entity/person/7ww7mcggnw1jzdpt
218,,狄學耕,清同治、光绪年间官吏、鉴藏家。狄平子父，仕江西知县。擅画山水，工行书，富收藏，精鉴赏。（来源：《上图古籍数据库》）,,http://data.library.sh.cn/entity/person/i2ul7gae3nkyp72v
219,1867,王一亭,清末民初画家、企业家。十四岁入上海裱画名店怡春堂学徒，后得宁波富商公子李云书赏识，荐入其家开办的恒泰钱庄和沙船公司任职，业余时间学画，进入大阪轮船公司任职员、上海支社总代理、日清轮船公司总代理，其后又涉足公用事业、保险、金融等方面，成为上海商界大亨。1910年，加入中国同盟会，辛亥革命爆发后，任上海都督府交通部部长、农工商部部长、中国国民党上海支部部长。同时拜吴昌硕为师，资助其到上海售画。1931年“九一八”事变后，毅然辞去日清公司总代理之职，出面组织画家“艺术救国”。抗战爆发后，前往香港避难。王一亭是海上画派中一位颇有特色的书画家。他的作品颇富才情，艺术造诣非常高。他在推动海上画派的发展方面有过卓越的贡献。（来源：《上图古籍数据库》）,1938,http://data.library.sh.cn/entity/person/r1grlqymg8huib4g
220,1526.12.8,王世貞,"王世貞（1526—1590）字元美，號鳳洲，又號弇州山人，江蘇太倉人。嘉靖二十六年（1547）進士，官至刑部尚書。以詩文名於世，與明代著名文學家李攀龍同爲「後七子」之首領。
王世貞嗜書成癖，已如前述。世貞所居之處名弇州園，園内凉風堂後有小酉館，藏書三萬餘卷，又有爾雅樓，專儲宋刻之書，又别有九友齋，以庋最爲難得之佳本，如宋刻《兩漢書》。據《漢書》王世貞跋説：「予平生所購《周易》、《禮經》、《三國志》、《唐書》之類，過三千卷，皆宋本精絶。」所藏宋刻多鈐有「貞元」印，又有「伯雅」、「仲雅」、「季雅」分印各本，以别甲乙，如《漢書》有「伯雅」印，《四書》有「季雅」印，論者以爲較之毛晉單以「宋本」、「元本」區别更爲詳晰。（来源：《明清著名藏书家藏书印》）",1590,http://data.library.sh.cn/entity/person/vekkomnkocd456a7
221,1897,王個喉,现代书画篆刻家。十六岁到南通求学，二十七岁由诸宗元介绍，去上海为吴昌硕西席，兼从吴学书画篆刻，为入室弟子。曾任上海新华艺术大学、东吴大学、昌明艺术专科学校教授，上海美专教授兼国画系主任。中华人民共和国成立后任上海画院副院长、名誉院长、中国美术家协会和书法家协会上海分会副主席，西泠印社副社长，上海文史馆馆员。擅以篆籀之笔入画，用笔浑厚刚健，笔势静蕴含蓄，潇洒遒劲，结构严谨，色彩奇丽，气韵流动。又笃好诗文、金石。出版有《个喉印谱》、《王个喉画集》、《个喉印存》、《个喉题画诗选》、《王个喉随想录》、《霜茶阁诗集》、《王个喉书法集》等。（来源：《上图古籍数据库》）,1988,http://data.library.sh.cn/entity/person/vb5vhltylhv1x58d
222,1855,王同愈,清末民国学者、藏书家、书画家、文物鉴赏家。光绪十五年（1889）进士，历任江西学政、顺天乡试考官、湖北学政。曾与张謇等主持江苏省铁路事宜。辛亥革命时，隐居上海。长于算术。其书画、篆刻皆工。性喜藏书，曾言：“津津呼有味于藏书，而知天下最可宝贵、最可娱乐之事，无有过于此事。”“余插架无多，然积年搜罗，亦略有七万余卷。旧刻精印之本，亦十有二三。斯架塞屋，需四五楹，始足分布行列。”?有题款“室有图书富，门无车马临”。著有《栩缘随笔》。（来源：《上图古籍数据库》）,1941.3.11,http://data.library.sh.cn/entity/person/fwgyjjj99kk6wwhq
223,1634,王士肚,清初诗人。顺治十二年（1655）进士，授扬州推官，康熙间历礼部主事、翰林院侍讲，官至刑部尚书，以与废太子唱和，被革职。居官二十余载，俸钱之入，悉以购书。领袖诗坛近五十年，有诗集《带经堂集》、《渔洋山人菁华录》，笔记《池北偶谈》。（来源：《上图古籍数据库》）,1711,http://data.library.sh.cn/entity/person/cya0351m4qs5erru
224,1915,王夢石,现代金石篆刻家。擅长刻瓷和象牙微雕。自幼爱好书画、篆刻，师事宛仁伯、招学庵。任江西书法家协会顾问、中国工艺美术学会会员、江西省文史研究馆特聘馆员。学书从邓石如、徐三庚入手，临摹家藏真迹印谱及秦汉碑铭等。所作笔墨淋漓，厚重古朴。篆刻冲、切刀并用，擅以刀代笔直接奏刀，秀雅带苍劲，流畅见古拙，切刀边跋尤显古朴意趣。（来源：《上图古籍数据库》）,1993,http://data.library.sh.cn/entity/person/oqonuzomwgfdcrje
225,1494,王寵,王宠（1494年--1533年），中国明代书法家。字履仁、履吉，号雅宜山人，吴县（今属江苏苏州）人。为邑诸生，贡入太学。王宠博学多才，工篆刻，善山水、花鸟，他的诗文在当时声誉很高，而尤以书名噪一时，书善小楷，行草尤为精妙。为明代中叶著名的书法家。着有《雅宜山人集》，传世书迹有《诗册》、《杂诗卷》、《千字文》、《古诗十九首》、《李白古风诗卷》等。（来源：《上图古籍数据库》）,1533,http://data.library.sh.cn/entity/person/pdp8yy8nfel8u8bx
226,1592,王時敏,王时敏 (1592-1680)，明末清初画家。字逊之，号烟客、西庐老人等。江苏太仓人。王锡爵孙。出身明代官宦之家，崇桢初年曾任太常寺卿，所以也被称为“王奉常”。寄情诗文书画，家藏历代法书名画甚多，反复观摩，并曾得到董其昌等人的指点。擅山水，专师黄公望，笔墨含蓄，苍润松秀，浑厚清逸，然构图较少变化。其画在清代影响极大，王翚、吴历及其孙王原祁均得其亲授。与王鉴、王翚、王原祁并称四王，外加恽寿平、吴历合称“清六家”。开创了山水画的“娄东派”，居清初画家“四王”之首。（来源：《上图古籍数据库》）,1680,http://data.library.sh.cn/entity/person/z6wfa52iojpmz122
227,1895,王森然,近现代史学家、美术家。1919年初考入保定直隶高等师范国文专修科，与进步同学组织了“新文化研究会”、“新教育协进会”等进步学术团体，均被选为会长。1922年到保定甲种工业学校任新文化教员，以后又兼任直隶保定第二女子师范学校国文教员。1923年到冀州创办直隶省立第六师范学校。1939年，任北京师范大学历史系教授，兼任北京女子师范大学教授。抗日战争胜利后，任北京中国大学教授，同时兼任天津河北省立女子师范学院教授。中华人民共和国成立后任中央美术学院教授。著有《文学新论》、《近代二十家评传》、《近代百家评传》、《中国剧目辞典》等。（来源：《上图古籍数据库》）,1984,http://data.library.sh.cn/entity/person/uo34vjg88y1rw0xe
228,1535,王穉登,明书画家。少有文名，长而骏发有盛名。嘉靖末年入太学。万历时曾召修国史。万历十四年与屠隆、汪道昆、王世贞等组织“南屏社”。拜文徵明为师，入“吴门派”。文逝后，振华后秀，主词翰之席三十余年。工书，真草隶篆皆能。文思敏捷、著作丰硕。著有《王百谷集》、《晋陵集》、《金阊集》、《弈史》、《丹青志》、《吴社编》、《燕市集》、《客越志》及传奇《彩袍记》、《全德记》。（来源：《上图古籍数据库》）,1612,http://data.library.sh.cn/entity/person/3czzih33ge70hl80
229,1878,王腰,近现代书画篆刻家。幼承家学，喜爱训诂、词章、金石、书画之学，十余龄便以书法篆刻有声于时。光绪三十年（1904）以“保存金石、研究印学，兼及书画”为宗旨与丁仁、吴隐、叶铭于杭州发起创建西泠印社。曾供职铁路，民国初年移职北京印铸局技正，更兼职故宫博物院古物陈列所鉴定委员。1930年南归，定居上海埋首艺事，鬻书治印以自给，篆刻以细朱文多字印名冠当代。中华人民共和国成立后受聘为上海中国画院画师、浙江省文史研究馆馆员。（来源：《上图古籍数据库》）,1960,http://data.library.sh.cn/entity/person/gsaw53yzqig0sqw8
230,1755,王芑孫,清诗人、书法家、藏书家。乾隆五十三年（1788）在天津召试成举人，官华亭县教谕五年，主讲扬州乐仪书院。文章谨严，论学贯通古今。有《惕甫未定稿》、《渊雅堂诗文集》。（来源：《上图古籍数据库》）,1817,http://data.library.sh.cn/entity/person/10ts3qggn023zn67
231,1900,王蘧常,现代哲学史家、历史学家、书法家。1914年越级入浙江省立第二中学。1919年在上海正式拜沈曾植为师，1920年入无锡国学专修馆，1924年入私立无锡中学任教。1925年兼任无锡国学专门学院讲师。1927年先后执教于上海光华大学附属中学高中部、大夏大学预科、复旦大学中国文学系。1930年任大夏大学国文系教授，后又兼任高等师范科国文系主任。1938年任无锡国学专修学校教务长。抗日战争期间，在之江文理学院历史系和交通大学中文科执教。抗战胜利后，在暨南大学任教。1949年开始，在无锡中国文学院任副院长，1952年以后任复旦大学哲学系、中文系教授。从五十岁左右开始，精心研究《居延汉简》、《武威汉简》、《敦煌汉简》、《罗布泊汉简》、《楼兰魏晋竹简》和《流沙坠简》，注意篆、隶的内在联系，“欲化汉简、汉帛、汉陶于一冶”，“拓展章草之领域”。六十岁后能默诵《说文》部首，并用小篆写了六七年日记。七十岁后，其章草书法已从成熟走向别树一帜。他于八十岁后为泰山、禹庙、黄鹤楼所书的匾额，获得千万人赞赏。特别是为杭州岳庙撰写的抱柱长联，人誉为“神州之冠”。（来源：《上图古籍数据库》）,1989,http://data.library.sh.cn/entity/person/yo8rhkm7h9spfc9z
232,1501,王谷祥,明官吏、书画篆刻家。嘉靖八年（1529）进士，官吏部员外郎。持法不阿，忤权贵，贬真定通判，有清望。擅写生，渲染有法度，意致独到，即一枝一叶，亦有生色，为士林所重。中年绝不肯落笔，凡人间所传者，皆赝本。书仿晋人，不坠羲之、献之之风。篆籀八体及摹印，并臻妙品。（来源：《上图古籍数据库》）,1568,http://data.library.sh.cn/entity/person/gpzgdc1np3n2b73z
233,1450,王鏊,王鏊（ào）（1450年9月22日—1524年4月14日），字济之，号守溪，晚号拙叟，学者称其为震泽先生，汉族，吴县（今江苏苏州）人。明代名臣、文学家。自幼随父读书，聪颖异常，八岁能读经史，十二岁能作诗，十六岁时国子监诸生即传诵其文，成化十一年（1475年）进士。”王鏊博学有识鉴，经学通明，制行修谨，文章修洁。善书法，多藏书。为弘治、正德间文体变革的先行者和楷模。他黜浮崇古的文学观和尚经术、去险诡的取士倾向，影响了一代文风。有《震泽编》、《震泽集》、《震泽长语》、《震泽纪闻》、《姑苏志》等传世。（来源：《上图古籍数据库》）,1524,http://data.library.sh.cn/entity/person/av7e03kj2q568vj3
234,1592,王鐸,明末清初贰臣、书画家。字觉斯，一字觉之。号十樵，号嵩樵， 孟津（今河南孟津）人。天启二年（1622年）中进士，入翰林院庶吉士，累擢礼部尚书。崇祯十六年（1643年），王铎为东阁大学士。1644年满清入关后被授予礼部尚书、官弘文院学士，加太子少保，于永历六年（1652年）病逝故里。享年六十一岁，葬于河南巩义洛河边，谥文安。（来源：《上图古籍数据库》）,1652,http://data.library.sh.cn/entity/person/z6u1x7bodx1uc82c
235,1903,王雪濤,现代画家。1918?年入保定直隶高等师范附设手工图画科，毕业后到小学执教。 1922?年考入北平艺术专科学校西画系，后转读国画系，受教于陈师曾、萧谦中、汤定之、王梦白等诸位前辈，尤受王梦白影响最大。1924年拜齐白石为师，奉师命改名雪涛。1926年毕业后留校任助教、讲师。抗日战争期间，卖画为生。同时，潜心师传统，画艺大进。1954年任中国画研究会常务理事，被聘为中央美术学院民族美术研究所副研究员。1955年参加筹备北京中国画院工作，1957年任该院画师，1978年任北京画院院长。是现代中国卓有成就的花鸟画大家，对我国小写意花鸟绘画贡献突出。所作题材广泛，构思精巧，形似神肖，清新秀丽。画法上工写结合，虚实结合。注重写生，色墨结合，笔下之花鸟虫鱼，鲜活多姿，情趣盎然。出版有《王雪涛画集》、《王雪涛画辑》、《王雪涛画谱》、《王雪涛的花鸟画》。（来源：《上图古籍数据库》）,1982,http://data.library.sh.cn/entity/person/qijk34ec6zrsjp5v
236,1916,田世光,现代画家。世居北京西海淀六郎庄，师承张大千、赵梦朱、吴镜汀、于非闇、齐白石诸先生。早年拜张大千门下，为大风堂弟子之一?。1933年考入北京京华美术学院中国画系，受教于齐白石等著名画家。1937年毕业后考入“北平古物陈列所”国画研究馆，任研究员、讲师。在该馆研究八年，主攻宋元画派工笔重彩花鸟画及宋元山水画，奠定了工笔重彩花鸟画的坚实基础。自1938年起，先后在北京京华美术学院、国立北京艺术专科学校、北平国立艺术专科学校任教。中华人民共和国成立后任中央美院教授。长期从事花鸟、山水画教学与创作，继承了宋元派双勾重彩工笔花鸟画的优良传统技法，并赋予了新的时代精神，为濒临失传的传统技法得以普及发扬，作出了突出贡献。出版有《田世光花鸟画集》、《田世光画集》。（来源：《上图古籍数据库》）,1999,http://data.library.sh.cn/entity/person/6nxzoh5yra61sjfd
237,1922.1,田家英,现代学者、鉴藏家。1936年在成都参加抗日救亡工作。次年参加中华民族解放先锋队。1938年入陕北公学学习，同年加入中国共产党。曾任延安马列学院教员、中共中央政治研究室研究员、中共中央宣传部历史组组员。1948年至1966年任毛泽东秘书。1954年后，兼任国家主席办公厅、中共中央政治研究室、中共中央办公厅副主任。好收藏，精鉴赏。（来源：《上图古籍数据库》）,1966.5.23,http://data.library.sh.cn/entity/person/3rhrjejyypxgavy3
238,1733,畢瀧,清书画家、鉴藏家。毕沅胞弟、赵溶婿。工画山水及竹石，苍浑而秀，又工书，喜收藏名贤书画。遇翰墨精粹，不惜重价购藏，故多宋、元、明人珍品。出示所藏宋、元、明人笔墨，皆真迹中之烜赫者，无一赝鼎。（来源：《上图古籍数据库》）,1797,http://data.library.sh.cn/entity/person/8dvw76qg528hv6i3
239,1907,白蕉,现代书画篆刻家。1923年考入上海英语专修学校，结识徐悲鸿、于右任，后应鸿英图书馆董事长黄炎培之邀，到图书馆任《人文月刊》编辑、馆主任，后执教于上海光华大学附中。中华人民共和国成立后任职于上海市文化局，1957年被错划成“右派”，“文革”中含冤去世。曾任上海中国画院筹委会委员兼秘书室副主任、上海中国书法篆刻研究会专职干部、上海中国画院书画师。工篆刻，精书法，亦擅长画兰，能诗文。书法艺术深入晋唐，自出机杼，气息清新，韵味淳厚。诸体之中尤以行草尺牍见称，每于兴至，信手挥洒。书法之余，偶作兰草，风姿绰约，清冲淡远。著有《云间谈艺录》、《济庐诗词稿》、《客去录》、《书法十讲》、《书法学习讲话》等。（来源：《上图古籍数据库》）,1969,http://data.library.sh.cn/entity/person/py2fnj0j1f83wufn
240,1915,白雪石,现代画家。自幼习画，早年师从赵梦朱、梁树年，研习没骨花鸟和山水画，传统功力深厚。1933年加入“湖社”。1959至1964年曾任北京艺术师范学院及北京艺术学院讲师。 1964至1984年先后担任中央工艺美术学院讲师、副教授和教授。山水画师宗北派，旁及南派，广采博取，兼收各类画种之精华，具有宋画之严谨，元画之轻快，水彩画之秀润，版画之纯净、明快而具装饰美。作品清新俊逸，朴秀多姿，题材广泛，具有浓郁的时代气息，尤以桂林为题材创作的青绿山水画最能体现和代表其绘画风格，被称为“白派山水”。（来源：《上图古籍数据库》）,2011,http://data.library.sh.cn/entity/person/b0rxv3nvrdbfcak8
241,1725,盧址,"盧址（1725—1794）字丹陛，一字青厓，浙江鄞縣（今寧波）人。諸生。盧文弨族人，時人將盧址的抱經樓和盧文弨的抱經堂雅稱爲「東西二抱經」。
盧址能詞工詩，又博古好學、性好聚書。遇有善本，不惜重價以購，以故插架中多有葉氏菉竹堂、豐氏萬卷堂、毛氏汲古閣、祁氏澹生堂、汪氏古香樓等名家之舊物；朋舊中有異書，亦必百計借抄。晨夕校讎，廢寢忘食。收羅三十年，聚書數萬卷凡四十七橱，因取韓昌黎《贈玉川子》句「獨抱遺經救始終」之意，名其室曰抱經，錢大昕爲之記。
盧址藏書，處處以天一閣爲楷模，不僅在藏書樓建築上仿天一閣，甚至連諸如平日封鎖、禁私開、禁出借、每歲伏日曝書等藏書管理制度，也一以天一閣爲準。天一閣進呈《四庫》之書六百餘種，因此得到朝廷賞賜《古今圖書集成》一部，盧址羡慕不已，竟至不惜派人到京購得《古今圖書集成》底稿以歸，以爲抗衡天一閣范氏之資。書到日，盧址衣冠迎於門，結癖之深，甬人引爲書林佳話。
盧址藏書多寧波鄉邦文獻，當時鄞縣令錢維喬修縣志，多借助於抱經樓之藏。盧址曾據所藏編爲《四明文獻集》一百四十卷。盧址又自編有《抱經樓書目》一卷。
咸豐十一年（1861），抱經樓藏書曾爲土匪劫掠一空，所幸這些書在出售時，爲同邑商人楊氏所見，遂以二千六百金買下，事平息後，楊氏慨然將所得之書全部歸還，且分文不受，故抱經樓後人每年曝書時，都要祭祀楊氏，以志璧還之恩。
一九一六年，抱經樓舊藏五萬餘卷以五萬元之價售於上海書肆「古書流通處」，旋散入江浙各藏書家。據王欣夫《藏書紀事詩補正》稱，多歸吴興劉氏嘉業堂。（来源：《明清著名藏书家藏书印》）",1794,http://data.library.sh.cn/entity/person/p6zp72cwh4hhr61c
242,1717,盧文弨,"盧文弨（1717—1796）字紹弓，號磯魚，又號檠齋，晚號弓父。杭州人，乾隆十七年（1752）進士，歷官翰林編修、侍讀學士，歸里後，主講江浙各書院二十餘年，以經術導士，桃李滿天下。
盧文弨以學問名於世，生平喜藏書，又勤於著述，精於校勘。段玉裁爲盧文弨所作《墓志銘》曾這樣描述説：「早昧爽而起，繙閲點勘，朱墨並作。日且冥，甫出户散步庭中，俄而篝燈如故，至夜半而後即安，祁寒酷暑不稍間。官俸脯脩所入，不治生産，僅以購書。聞有舊本，必借抄之；聞有善説，必謹録之。一策之間，分别迻寫諸本之乖異，字細而必工，今抱經堂藏書數萬卷皆是也。」盧文弨校書甚至是一種癖好，嚴元照《書盧抱經先生札記後》稱他「自經傳、子、史，下逮説部、詩文集，凡經披覽，無不丹黄。即無别本可勘同異，必爲之釐正字畫然後快，嗜之至老愈篤，自笑如猩猩之見酒也」。盧文弨曾選所校要籍三十八種，彙爲《羣書拾補》三十九卷，以謹嚴精當著稱，梁啟超曾譽之爲「最精善之校勘家著作」。洪亮吉《北江詩話》則稱盧文弨與翁方綱爲藏書家中的校讎家。
盧文弨又是清代有相當成就的目録學家，著有《常郡八邑藝文志》十二卷和《文獻通考·經籍校補》一卷等。（来源：《明清著名藏书家藏书印》）",1752,http://data.library.sh.cn/entity/person/tg39z4b8ytjw6iq1
243,1769,瞿中溶,瞿中溶是清朝时期的一位人物，曾任辰州府通判、安福县知县，精通作诗、书法、绘画和篆刻，有著作《古泉山馆印存》、《古官印考》等（来源：《上图古籍数据库》）,1842,http://data.library.sh.cn/entity/person/diky0iudvcjmf657
244,1873,瞿啓甲,"瞿啟甲（1873-1940），字良士，别号铁琴道人。江苏常熟人，民国著名藏书家。清代著名藏书楼铁琴铜剑楼第四代主人。啟甲秉承父兄遺願，一如既往，謹守勿替。抗日戰争時期，爲免日寇掠奪，啟甲早作防範，把全部善本運往上海，妥善安置，遂使日人無從下手，這和皕宋樓全部藏書賣給日本静嘉堂再次形成鮮明對比。啟甲又將先人苦心經營數十年的《鐵琴銅劍樓藏書目録》悉加釐定，於光緒二十四年（1898）刊版行世；一九二二年，又取家藏宋金元刻本，擇其較爲罕見者一二頁，仿楊氏《留真譜》之意，影印爲《鐵琴銅劍樓宋金元本書影》。最難能可貴的是，啟甲一反舊時藏書家概不借閲的陋習，對踵門求閲者總是盡力提供種種方便，甚至還爲遠道而來的讀者提供膳食，遂使鐵琴銅劍樓名聲益廣。
歷經戰火洗劫，瞿氏舊住齋已燬，而藏書樓巍然獨存。樓爲四進相連的建築。其中第一、二兩進爲門屋、花廳，燬於抗日戰争；第三、四進樓上爲藏書之所，三進樓下爲讀書之處，四進樓下收藏古物、石刻等。兩樓之書因瞿啓甲及時移藏滬寓，未遭劫火，今多歸北京圖書館。（来源：《明清著名藏书家藏书印》）",1940,http://data.library.sh.cn/entity/person/kytyme4ritxwph2g
245,,瞿啟文,啓文字斐卿，秉清長子。（来源：《明清著名藏书家藏书印》）,,http://data.library.sh.cn/entity/person/ah7iq0bjiycfghmn
246,1873,瞿啟甲,"瞿啟甲（1873-1940），字良士，别号铁琴道人。江苏常熟人，民国著名藏书家。清代著名藏书楼铁琴铜剑楼第四代主人。啟甲秉承父兄遺願，一如既往，謹守勿替。抗日戰争時期，爲免日寇掠奪，啟甲早作防範，把全部善本運往上海，妥善安置，遂使日人無從下手，這和皕宋樓全部藏書賣給日本静嘉堂再次形成鮮明對比。啟甲又將先人苦心經營數十年的《鐵琴銅劍樓藏書目録》悉加釐定，於光緒二十四年（1898）刊版行世；一九二二年，又取家藏宋金元刻本，擇其較爲罕見者一二頁，仿楊氏《留真譜》之意，影印爲《鐵琴銅劍樓宋金元本書影》。最難能可貴的是，啟甲一反舊時藏書家概不借閲的陋習，對踵門求閲者總是盡力提供種種方便，甚至還爲遠道而來的讀者提供膳食，遂使鐵琴銅劍樓名聲益廣。
歷經戰火洗劫，瞿氏舊住齋已燬，而藏書樓巍然獨存。樓爲四進相連的建築。其中第一、二兩進爲門屋、花廳，燬於抗日戰争；第三、四進樓上爲藏書之所，三進樓下爲讀書之處，四進樓下收藏古物、石刻等。兩樓之書因瞿啓甲及時移藏滬寓，未遭劫火，今多歸北京圖書館。（来源：《明清著名藏书家藏书印》）",1940,http://data.library.sh.cn/entity/person/kytyme4ritxwph2g
247,,瞿啟科,啓科字隸卿，秉清次子。（来源：《明清著名藏书家藏书印》）,,http://data.library.sh.cn/entity/person/h7fmogm8s3smlynu
248,,瞿秉沂,秉沂字理涵，瞿鏞三子。（来源：《明清著名藏书家藏书印》）,,http://data.library.sh.cn/entity/person/uhj6dn0kbdi00axk
249,,瞿秉沖,秉冲字融之，瞿鏞七子。（来源：《明清著名藏书家藏书印》）,,http://data.library.sh.cn/entity/person/fcznbff6txfn5yg4
